"Title","Description","Singers (one line)","YoutubeID"
"ഓരോ വിത്തും | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","ഓരോ വിത്തും... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","4k2kd_kzHiw"
"കിലുകിലൂസ്‌, KILUKILOOS:  In the minds of the children's  with boundless dreams part 3","കുഞ്ഞു മനസുകളില്‍ അതിരുകളില്ലാത്ത സ്വപ്‌നങ്ങള്‍ക്ക് നിറപ്പകിട്ടേകാന്‍ | മലര്‍വാടി ബാലസംഘം","Not credited","7k2AEZ_9z30"
"കിളിയുടെ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍  | Malarvadi Balasangam","കിളിയുടെ... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","j70rbch-93s"
"കൂട്ട്","MALARVADI SONG PRESENTS MALARVADIKKOOTT | Lyrics:Iqbal Mullungal | VOCAL : Nawra Hanoon | Music: Orchestra : Sameer Ali | Mix & master : Xtrack studio tanalur","Nawra Hanoon","80r6VHVG7zw"
"നമുക്ക് നല്ല പാട്ടുപാടാം | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","നമുക്ക് നല്ല പാട്ടുപാടാം... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","pPqTThgAzqQ"
"പഠിക്കണം പകര്‍ത്തണം | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","പഠിക്കണം പകര്‍ത്തണം... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","zubyMecGhHw"
"മഞ്ഞു തുള്ളിയായ് | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","മഞ്ഞു തുള്ളിയായ്... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","LfZVnilAywQ"
"മലർവാടി പെരുന്നാൾ വിരുന്ന് | ബലിപെരുന്നാൾ പാട്ട് | മലർവാടി ബാലസംഘം","കരുതലിന്റെ കാലത്ത് ത്യാഗസമർപ്പണങ്ങളുടെ  ഓർമ്മ പുതുക്കി പ്രേക്ഷകരിലേക്കെത്തുന്നു!! | 'തക്ബീറൊലി' ബലിപെരുന്നാൾ പാട്ട്","Not credited","5Jm_L99eqZw"
"വരുന്നു ‍‌ഞങ്ങള്‍ | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","വരുന്നു ‍‌ഞങ്ങള്‍... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","63sTAbWuf6g"
"വാടി നല്ല മലര്‍വാടി | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Malarvadi Balasangam","വാടി നല്ല മലര്‍വാടി...... | ഒരുമിക്കാം ഒത്തുകളിക്കാം | ബാലോത്സവ ഗാനങ്ങള്‍ | Orumikam Othukalikam | Malarvadi Balasangam | കേൾക്കാം ഇസ്‌ലാമിക ഗാനങ്ങൾ | ആൽബങ്ങൾ | 1. ഒരുമിക്കാം ഒത്തുകളിക്കാം.. ബാലോത്സവ ഗാനങ്ങള്‍ | 2. യവ്വനം- പോരാട്ടപ്പാട്ടുകള്‍ | 3. അബതാഹ്‌ | 4. മിഴിപ്പൂക്കൾ | 5. ഹിജാസ് | 6. ഹിറാ ഗാനങ്ങൾ | 7. കുട്ടികള്‍ക്കുള്ള അല്ലാഹുവിന്റെ പാഠങ്ങള്‍ | 8 ആദം - കുട്ടികള്‍ക്കായുള്ള അറിവിന്റെ പാട്ടുകള്‍ | 9. വിദ്യാര്‍ഥികളുടെ പടയും പാട്ടും","Not credited","wKSJQL3WfsA"
